modelo,id,clasificacion,inst_sugerida,contexto
BehaviorRecord,17,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1', 'course': 'ID:13|Inst:1'}"
BehaviorRecord,16,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,15,A (Recuperable),1,"{'student': 'ID:56|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:78|Inst:1', 'course': 'ID:13|Inst:1'}"
BehaviorRecord,14,A (Recuperable),1,"{'student': 'ID:55|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,13,A (Recuperable),1,"{'student': 'ID:58|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,12,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,11,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,10,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,9,A (Recuperable),1,"{'student': 'ID:56|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:78|Inst:1', 'course': 'ID:13|Inst:1'}"
BehaviorRecord,8,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,7,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,6,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,5,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,4,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,3,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,2,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,1,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'created_by': 'ID:37|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
BehaviorRecord,41,A (Recuperable),1,"{'student': 'ID:88|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,40,A (Recuperable),1,"{'student': 'ID:45|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,37,A (Recuperable),1,"{'student': 'ID:96|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,28,A (Recuperable),1,"{'student': 'ID:90|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,36,A (Recuperable),1,"{'student': 'ID:97|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,38,A (Recuperable),1,"{'student': 'ID:45|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,29,A (Recuperable),1,"{'student': 'ID:44|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,23,A (Recuperable),1,"{'student': 'ID:48|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,34,A (Recuperable),1,"{'student': 'ID:98|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,33,A (Recuperable),1,"{'student': 'ID:66|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,30,A (Recuperable),1,"{'student': 'ID:69|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,24,A (Recuperable),1,"{'student': 'ID:95|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,22,A (Recuperable),1,"{'student': 'ID:62|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,27,A (Recuperable),1,"{'student': 'ID:56|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,35,A (Recuperable),1,"{'student': 'ID:82|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,31,A (Recuperable),1,"{'student': 'ID:49|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,26,A (Recuperable),1,"{'student': 'ID:58|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,39,A (Recuperable),1,"{'student': 'ID:46|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,32,A (Recuperable),1,"{'student': 'ID:51|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorRecord,25,A (Recuperable),1,"{'student': 'ID:71|Inst:1', 'created_by': 'ID:1|Inst:1', 'academic_year': 'ID:4|Inst:1', 'subject': 'ID:1|Inst:1', 'course': 'ID:1|Inst:1'}"
BehaviorCase,25,A (Recuperable),8,"{'student': 'ID:289|Inst:8', 'academic_year': 'ID:10|Inst:8', 'assigned_to': 'ID:272|Inst:8', 'created_by': 'ID:271|Inst:8'}"
BehaviorCase,24,A (Recuperable),8,"{'student': 'ID:288|Inst:8', 'academic_year': 'ID:10|Inst:8', 'assigned_to': 'ID:272|Inst:8', 'created_by': 'ID:271|Inst:8'}"
BehaviorCase,23,A (Recuperable),8,"{'student': 'ID:287|Inst:8', 'academic_year': 'ID:10|Inst:8', 'assigned_to': 'ID:272|Inst:8', 'created_by': 'ID:271|Inst:8'}"
BehaviorCase,22,A (Recuperable),8,"{'student': 'ID:286|Inst:8', 'academic_year': 'ID:10|Inst:8', 'assigned_to': 'ID:272|Inst:8', 'created_by': 'ID:271|Inst:8'}"
BehaviorCase,21,A (Recuperable),8,"{'student': 'ID:285|Inst:8', 'academic_year': 'ID:10|Inst:8', 'assigned_to': 'ID:272|Inst:8', 'created_by': 'ID:271|Inst:8'}"
BehaviorCase,20,A (Recuperable),7,"{'student': 'ID:224|Inst:7', 'academic_year': 'ID:9|Inst:7', 'assigned_to': 'ID:207|Inst:7', 'created_by': 'ID:206|Inst:7'}"
BehaviorCase,19,A (Recuperable),7,"{'student': 'ID:223|Inst:7', 'academic_year': 'ID:9|Inst:7', 'assigned_to': 'ID:207|Inst:7', 'created_by': 'ID:206|Inst:7'}"
BehaviorCase,18,A (Recuperable),7,"{'student': 'ID:222|Inst:7', 'academic_year': 'ID:9|Inst:7', 'assigned_to': 'ID:207|Inst:7', 'created_by': 'ID:206|Inst:7'}"
BehaviorCase,17,A (Recuperable),7,"{'student': 'ID:221|Inst:7', 'academic_year': 'ID:9|Inst:7', 'assigned_to': 'ID:207|Inst:7', 'created_by': 'ID:206|Inst:7'}"
BehaviorCase,16,A (Recuperable),7,"{'student': 'ID:220|Inst:7', 'academic_year': 'ID:9|Inst:7', 'assigned_to': 'ID:207|Inst:7', 'created_by': 'ID:206|Inst:7'}"
BehaviorCase,15,A (Recuperable),6,"{'student': 'ID:159|Inst:6', 'academic_year': 'ID:8|Inst:6', 'assigned_to': 'ID:141|Inst:6', 'created_by': 'ID:140|Inst:6'}"
BehaviorCase,14,A (Recuperable),6,"{'student': 'ID:158|Inst:6', 'academic_year': 'ID:8|Inst:6', 'assigned_to': 'ID:141|Inst:6', 'created_by': 'ID:140|Inst:6'}"
BehaviorCase,13,A (Recuperable),6,"{'student': 'ID:157|Inst:6', 'academic_year': 'ID:8|Inst:6', 'assigned_to': 'ID:141|Inst:6', 'created_by': 'ID:140|Inst:6'}"
BehaviorCase,12,A (Recuperable),6,"{'student': 'ID:156|Inst:6', 'academic_year': 'ID:8|Inst:6', 'assigned_to': 'ID:141|Inst:6', 'created_by': 'ID:140|Inst:6'}"
BehaviorCase,11,A (Recuperable),6,"{'student': 'ID:154|Inst:6', 'academic_year': 'ID:8|Inst:6', 'assigned_to': 'ID:141|Inst:6', 'created_by': 'ID:140|Inst:6'}"
BehaviorCase,10,A (Recuperable),1,"{'student': 'ID:91|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,9,A (Recuperable),1,"{'student': 'ID:89|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,8,A (Recuperable),1,"{'student': 'ID:95|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,7,A (Recuperable),1,"{'student': 'ID:57|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,6,A (Recuperable),1,"{'student': 'ID:55|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,5,A (Recuperable),1,"{'student': 'ID:81|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,4,A (Recuperable),1,"{'student': 'ID:65|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,3,A (Recuperable),1,"{'student': 'ID:44|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,2,A (Recuperable),1,"{'student': 'ID:86|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
BehaviorCase,1,A (Recuperable),1,"{'student': 'ID:44|Inst:1', 'academic_year': 'ID:4|Inst:1', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,25,A (Recuperable),8,"{'case': 'ID:25|Inst:None', 'created_by': 'ID:272|Inst:8'}"
CaseFollowUp,24,A (Recuperable),8,"{'case': 'ID:24|Inst:None', 'created_by': 'ID:272|Inst:8'}"
CaseFollowUp,23,A (Recuperable),8,"{'case': 'ID:23|Inst:None', 'created_by': 'ID:272|Inst:8'}"
CaseFollowUp,22,A (Recuperable),8,"{'case': 'ID:22|Inst:None', 'created_by': 'ID:272|Inst:8'}"
CaseFollowUp,21,A (Recuperable),8,"{'case': 'ID:21|Inst:None', 'created_by': 'ID:272|Inst:8'}"
CaseFollowUp,20,A (Recuperable),7,"{'case': 'ID:20|Inst:None', 'created_by': 'ID:207|Inst:7'}"
CaseFollowUp,19,A (Recuperable),7,"{'case': 'ID:19|Inst:None', 'created_by': 'ID:207|Inst:7'}"
CaseFollowUp,18,A (Recuperable),7,"{'case': 'ID:18|Inst:None', 'created_by': 'ID:207|Inst:7'}"
CaseFollowUp,17,A (Recuperable),7,"{'case': 'ID:17|Inst:None', 'created_by': 'ID:207|Inst:7'}"
CaseFollowUp,16,A (Recuperable),7,"{'case': 'ID:16|Inst:None', 'created_by': 'ID:207|Inst:7'}"
CaseFollowUp,15,A (Recuperable),6,"{'case': 'ID:15|Inst:None', 'created_by': 'ID:141|Inst:6'}"
CaseFollowUp,14,A (Recuperable),6,"{'case': 'ID:14|Inst:None', 'created_by': 'ID:141|Inst:6'}"
CaseFollowUp,13,A (Recuperable),6,"{'case': 'ID:13|Inst:None', 'created_by': 'ID:141|Inst:6'}"
CaseFollowUp,12,A (Recuperable),6,"{'case': 'ID:12|Inst:None', 'created_by': 'ID:141|Inst:6'}"
CaseFollowUp,11,A (Recuperable),6,"{'case': 'ID:11|Inst:None', 'created_by': 'ID:141|Inst:6'}"
CaseFollowUp,10,A (Recuperable),1,"{'case': 'ID:10|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,9,A (Recuperable),1,"{'case': 'ID:9|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,8,A (Recuperable),1,"{'case': 'ID:8|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,7,A (Recuperable),1,"{'case': 'ID:7|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,6,A (Recuperable),1,"{'case': 'ID:6|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,5,A (Recuperable),1,"{'case': 'ID:5|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,4,A (Recuperable),1,"{'case': 'ID:4|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,3,A (Recuperable),1,"{'case': 'ID:3|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,2,A (Recuperable),1,"{'case': 'ID:2|Inst:None', 'created_by': 'ID:1|Inst:1'}"
CaseFollowUp,1,A (Recuperable),1,"{'case': 'ID:1|Inst:None', 'created_by': 'ID:1|Inst:1'}"
StudentRiskProfile,3,A (Recuperable),1,"{'student': 'ID:58|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
StudentRiskProfile,2,A (Recuperable),1,"{'student': 'ID:56|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
StudentRiskProfile,4,A (Recuperable),1,"{'student': 'ID:55|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
StudentRiskProfile,5,A (Recuperable),1,"{'student': 'ID:44|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
StudentRiskProfile,6,A (Recuperable),1,"{'student': 'ID:52|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
StudentRiskProfile,1,A (Recuperable),1,"{'student': 'ID:54|Inst:1', 'academic_year': 'ID:4|Inst:1'}"
